Date,Open,High,Low,Close,Adj Close,Volume
2019-06-04,21.670000076293945,22.229999542236328,21.479999542236328,21.889999389648438,21.517963409423828,3593400
2019-06-05,22.020000457763672,22.049999237060547,21.040000915527344,21.3700008392334,21.006797790527344,5820500
2019-06-06,21.450000762939453,21.979999542236328,21.209999084472656,21.56999969482422,21.203401565551758,4244700
2019-06-07,21.530000686645508,21.6299991607666,20.920000076293945,21.440000534057617,21.075611114501953,3970900
2019-06-10,21.59000015258789,22.113000869750977,21.559999465942383,21.579999923706055,21.21323013305664,3989900
2019-06-11,22.399999618530273,22.5,21.65999984741211,21.670000076293945,21.301700592041016,3015200
2019-06-12,21.5,21.639999389648438,21.079999923706055,21.170000076293945,20.81020164489746,2638500
2019-06-13,21.309999465942383,21.902000427246094,21.100000381469727,21.799999237060547,21.42949104309082,2923800
2019-06-14,21.5,22.139999389648438,21.299999237060547,21.729999542236328,21.36068344116211,3210700
2019-06-17,21.530000686645508,21.989999771118164,21.200000762939453,21.649999618530273,21.28204345703125,3228900
2019-06-18,22.030000686645508,23.09000015258789,21.68000030517578,22.540000915527344,22.156919479370117,4550800
2019-06-19,22.670000076293945,23.030000686645508,22.299999237060547,22.399999618530273,22.01929473876953,2708100
2019-06-20,23.059999465942383,23.25,22.459999084472656,22.510000228881836,22.127426147460938,2519300
2019-06-21,22.59000015258789,22.739999771118164,22.18000030517578,22.600000381469727,22.215896606445312,2947700
2019-06-24,22.530000686645508,22.69300079345703,22.15999984741211,22.219999313354492,21.842355728149414,2198400
2019-06-25,22.229999542236328,22.860000610351562,21.950000762939453,22.549999237060547,22.1667423248291,2568300
2019-06-26,22.770000457763672,23.385000228881836,22.670000076293945,23.209999084472656,22.815526962280273,2578500
2019-06-27,23.280000686645508,23.389999389648438,22.915000915527344,23.1299991607666,22.736886978149414,2625300
2019-06-28,23.100000381469727,23.420000076293945,22.850000381469727,23.40999984741211,23.012128829956055,2910100
2019-07-01,23.670000076293945,23.850000381469727,22.780000686645508,22.920000076293945,22.53045654296875,3419900
2019-07-02,22.93000030517578,23.485000610351562,22.65999984741211,23.299999237060547,22.90399742126465,3259000
2019-07-03,23.229999542236328,23.440000534057617,22.364999771118164,22.700000762939453,22.31419563293457,3189200
2019-07-05,22.25,23.2450008392334,22.219999313354492,23.1299991607666,22.736886978149414,2291900
2019-07-08,22.940000534057617,23.110000610351562,22.209999084472656,22.299999237060547,21.920995712280273,3451300
2019-07-09,21.700000762939453,22.25,21.15999984741211,22.219999313354492,21.842355728149414,4720900
2019-07-10,22.459999084472656,22.954999923706055,22.139999389648438,22.610000610351562,22.225727081298828,3425000
2019-07-11,22.309999465942383,22.594999313354492,21.979999542236328,22.5,22.117595672607422,3323600
2019-07-12,22.510000228881836,22.809999465942383,22.364999771118164,22.600000381469727,22.215896606445312,2217000
2019-07-15,22.780000686645508,23.229999542236328,22.68000030517578,23.170000076293945,22.77620506286621,3320900
2019-07-16,23.25,23.924999237060547,23.09000015258789,23.31999969482422,22.923660278320312,2881500
2019-07-17,23.31999969482422,23.3700008392334,22.81999969482422,23.149999618530273,22.756547927856445,3304800
2019-07-18,22.899999618530273,24.6299991607666,22.520000457763672,23.40999984741211,23.012128829956055,10617100
2019-07-19,23.360000610351562,23.780000686645508,22.8700008392334,23.110000610351562,22.71722984313965,4645200
2019-07-22,23.18000030517578,23.389999389648438,22.69499969482422,22.979999542236328,22.58943748474121,3719200
2019-07-23,23.15999984741211,23.559999465942383,22.860000610351562,22.950000762939453,22.559947967529297,3088400
2019-07-24,22.93000030517578,23.600000381469727,22.834999084472656,23.559999465942383,23.159582138061523,2951300
2019-07-25,23.479999542236328,23.6299991607666,22.600000381469727,22.850000381469727,22.46164894104004,3893100
2019-07-26,22.850000381469727,23.299999237060547,22.6299991607666,23.1299991607666,22.736886978149414,2506700
2019-07-29,23.059999465942383,23.56999969482422,22.899999618530273,23.1200008392334,22.72705841064453,2393900
2019-07-30,22.899999618530273,23.040000915527344,22.575000762939453,23.040000915527344,22.648418426513672,2865600
2019-07-31,23.049999237060547,23.239999771118164,22.420000076293945,22.489999771118164,22.10776710510254,2763800
2019-08-01,22.270000457763672,22.450000762939453,21.0,21.329999923706055,20.967479705810547,4783900
2019-08-02,21.149999618530273,21.325000762939453,20.309999465942383,20.709999084472656,20.358016967773438,3516600
2019-08-05,20.219999313354492,20.266000747680664,19.540000915527344,20.149999618530273,19.80753517150879,3982200
2019-08-06,20.219999313354492,20.350000381469727,19.350000381469727,19.889999389648438,19.551950454711914,3781100
2019-08-07,19.530000686645508,19.6299991607666,19.149999618530273,19.579999923706055,19.24722671508789,2949000
2019-08-08,19.790000915527344,20.239999771118164,19.68000030517578,20.1200008392334,19.778047561645508,2980800
2019-08-09,19.850000381469727,19.959999084472656,19.15999984741211,19.209999084472656,18.883512496948242,3068400
2019-08-12,19.030000686645508,19.049999237060547,18.389999389648438,18.520000457763672,18.205238342285156,2600300
2019-08-13,18.5,19.520000457763672,18.329999923706055,19.110000610351562,18.785213470458984,4426600
2019-08-14,18.350000381469727,18.40999984741211,17.5,17.5,17.20257568359375,5541500
2019-08-15,17.600000381469727,17.739999771118164,16.680999755859375,16.920000076293945,16.63243293762207,3973300
2019-08-16,17.040000915527344,17.6299991607666,17.040000915527344,17.520000457763672,17.22223663330078,4273200
2019-08-19,17.84000015258789,18.3700008392334,17.809999465942383,18.229999542236328,17.920167922973633,3505000
2019-08-20,18.1200008392334,18.399999618530273,18.06399917602539,18.309999465942383,17.99880599975586,2954100
2019-08-21,18.670000076293945,19.010000228881836,18.459999084472656,18.469999313354492,18.156089782714844,3383100
2019-08-22,18.459999084472656,18.545000076293945,17.905000686645508,18.049999237060547,17.74322509765625,2999300
2019-08-23,17.829999923706055,18.0,17.309999465942383,17.479999542236328,17.18291473388672,3217300
2019-08-26,17.729999542236328,17.729999542236328,17.09000015258789,17.170000076293945,16.878183364868164,3108700
2019-08-27,17.309999465942383,17.3700008392334,16.68000030517578,16.729999542236328,16.445661544799805,2376000
2019-08-28,16.579999923706055,17.280000686645508,16.459999084472656,17.010000228881836,16.720903396606445,2915700
2019-08-29,17.31999969482422,17.979999542236328,17.26300048828125,17.799999237060547,17.497472763061523,3069400
2019-08-30,17.940000534057617,18.170000076293945,17.709999084472656,17.93000030517578,17.625267028808594,2095400
2019-09-03,17.6299991607666,17.700000762939453,17.09000015258789,17.610000610351562,17.31070327758789,2604500
2019-09-04,18.020000457763672,18.389999389648438,17.959999084472656,18.280000686645508,17.969316482543945,2573200
2019-09-05,18.709999084472656,19.764999389648438,18.700000762939453,19.6200008392334,19.28654670715332,5547200
2019-09-06,19.520000457763672,19.639999389648438,18.979999542236328,19.110000610351562,18.785213470458984,2970600
2019-09-09,19.270000457763672,20.420000076293945,19.270000457763672,20.299999237060547,19.954986572265625,4241600
2019-09-10,20.389999389648438,20.889999389648438,19.850000381469727,20.829999923706055,20.475976943969727,3213800
2019-09-11,21.350000381469727,22.280000686645508,20.700000762939453,22.18000030517578,21.80303382873535,6270100
2019-09-12,22.030000686645508,22.81999969482422,21.3799991607666,22.559999465942383,22.17657470703125,5143800
2019-09-13,22.950000762939453,23.325000762939453,22.700000762939453,22.889999389648438,22.500967025756836,4218900
2019-09-16,22.559999465942383,22.8700008392334,22.3799991607666,22.559999465942383,22.17657470703125,2866100
2019-09-17,22.0,22.350000381469727,21.549999237060547,22.030000686645508,21.655588150024414,3653900
2019-09-18,21.790000915527344,22.0,21.368999481201172,21.670000076293945,21.301700592041016,4159200
2019-09-19,21.299999237060547,22.209999084472656,21.299999237060547,21.940000534057617,21.567115783691406,2990600
2019-09-20,22.040000915527344,22.09600067138672,21.5,21.700000762939453,21.331193923950195,5090200
2019-09-23,20.65999984741211,21.707000732421875,20.440000534057617,21.299999237060547,20.93798828125,3529200
2019-09-24,21.06999969482422,21.440000534057617,20.420000076293945,20.6200008392334,20.269548416137695,3718000
2019-09-25,20.479999542236328,21.559999465942383,20.3799991607666,21.5,21.13459014892578,3352100
2019-09-26,21.190000534057617,21.229999542236328,20.59000015258789,20.989999771118164,20.633258819580078,2260200
2019-09-27,21.079999923706055,21.229999542236328,20.43000030517578,20.610000610351562,20.259719848632812,3087400
2019-09-30,20.530000686645508,20.549999237060547,19.950000762939453,20.06999969482422,19.72889518737793,3276600
2019-10-01,20.190000534057617,20.8700008392334,19.700000762939453,19.860000610351562,19.52246856689453,3241700
2019-10-02,19.420000076293945,19.549999237060547,18.81999969482422,19.299999237060547,18.971982955932617,3069500
2019-10-03,19.1299991607666,19.34000015258789,18.68000030517578,19.049999237060547,18.72623062133789,3504800
2019-10-04,19.100000381469727,19.489999771118164,18.940000534057617,19.450000762939453,19.11943244934082,2750900
2019-10-07,19.40999984741211,19.774999618530273,19.190000534057617,19.25,18.92283058166504,2624400
2019-10-08,18.899999618530273,19.010000228881836,18.469999313354492,18.489999771118164,18.175748825073242,3526900
2019-10-09,18.75,18.81999969482422,18.18600082397461,18.40999984741211,18.09710693359375,3000400
2019-10-10,18.639999389648438,18.993999481201172,18.420000076293945,18.690000534057617,18.372346878051758,3313500
2019-10-11,19.15999984741211,19.5,18.969999313354492,19.280000686645508,18.95232391357422,5999800
2019-10-14,19.020000457763672,19.440000534057617,18.780000686645508,19.170000076293945,18.844188690185547,5806700
2019-10-15,19.110000610351562,19.812999725341797,18.961000442504883,19.459999084472656,19.12925910949707,7569500
2019-10-16,19.25,19.959999084472656,19.15999984741211,19.15999984741211,18.834362030029297,7168000
2019-10-17,20.549999237060547,21.6299991607666,20.030000686645508,20.299999237060547,19.954986572265625,9109900
2019-10-18,20.65999984741211,21.639999389648438,20.34000015258789,21.540000915527344,21.173912048339844,6030900
2019-10-21,21.56999969482422,21.65999984741211,20.450000762939453,20.469999313354492,20.12209701538086,6187000
2019-10-22,20.450000762939453,21.030000686645508,19.920000076293945,20.729999542236328,20.37767791748047,4071100
2019-10-23,20.809999465942383,21.389999389648438,20.809999465942383,21.280000686645508,20.918333053588867,3167000
2019-10-24,21.34000015258789,21.56999969482422,20.44499969482422,20.739999771118164,20.387510299682617,4190300
2019-10-25,20.68000030517578,21.200000762939453,20.600000381469727,21.020000457763672,20.662748336791992,5924400
2019-10-28,21.219999313354492,21.770000457763672,21.190000534057617,21.520000457763672,21.154254913330078,2825800
2019-10-29,21.450000762939453,21.729999542236328,21.049999237060547,21.600000381469727,21.23288917541504,2443600
2019-10-30,21.299999237060547,21.344999313354492,20.774999618530273,21.290000915527344,20.92816162109375,3718500
2019-10-31,20.940000534057617,21.299999237060547,20.360000610351562,20.790000915527344,20.436656951904297,5468700
2019-11-01,21.030000686645508,22.059999465942383,21.0,21.8700008392334,21.498302459716797,5474100
2019-11-04,22.280000686645508,22.985000610351562,22.020000457763672,22.90999984741211,22.520627975463867,3741000
2019-11-05,23.200000762939453,23.46500015258789,22.549999237060547,22.59000015258789,22.206066131591797,5205300
2019-11-06,22.40999984741211,22.6200008392334,21.889999389648438,21.899999618530273,21.52779197692871,2274000
2019-11-07,22.399999618530273,23.065000534057617,22.299999237060547,22.559999465942383,22.17657470703125,2963600
2019-11-08,22.3799991607666,22.950000762939453,22.25,22.530000686645508,22.14708709716797,4674800
2019-11-11,22.149999618530273,22.309999465942383,21.68400001525879,22.219999313354492,21.842355728149414,3124800
2019-11-12,22.329999923706055,23.020000457763672,22.059999465942383,22.18000030517578,21.80303382873535,3105100
2019-11-13,21.530000686645508,21.81999969482422,20.979999542236328,21.219999313354492,20.85934829711914,4458400
2019-11-14,21.049999237060547,21.399999618530273,20.709999084472656,20.989999771118164,20.633258819580078,2919400
2019-11-15,21.0,21.25,20.434999465942383,20.889999389648438,20.534957885742188,3289100
2019-11-18,20.6200008392334,20.81999969482422,20.0,20.760000228881836,20.407167434692383,3616500
2019-11-19,21.030000686645508,21.031999588012695,20.440000534057617,20.56999969482422,20.220396041870117,2341100
2019-11-20,20.399999618530273,20.979999542236328,20.229999542236328,20.3700008392334,20.023801803588867,2526000
2019-11-21,20.43000030517578,20.700000762939453,20.104999542236328,20.149999618530273,19.80753517150879,2470200
2019-11-22,20.389999389648438,20.94499969482422,20.389999389648438,20.559999465942383,20.210567474365234,4420100
2019-11-25,20.75,20.899999618530273,20.399999618530273,20.440000534057617,20.092609405517578,2775200
2019-11-26,20.40999984741211,20.510000228881836,20.139999389648438,20.260000228881836,19.915666580200195,2739500
2019-11-27,20.290000915527344,20.600000381469727,20.18000030517578,20.600000381469727,20.249889373779297,2292600
2019-11-29,20.43000030517578,20.469999313354492,20.158000946044922,20.350000381469727,20.004135131835938,1223300
2019-12-02,20.469999313354492,20.959999084472656,20.329999923706055,20.329999923706055,19.984477996826172,2589100
2019-12-03,19.969999313354492,20.010000228881836,19.520000457763672,19.790000915527344,19.453657150268555,3053700
2019-12-04,19.969999313354492,20.149999618530273,19.760000228881836,19.760000228881836,19.424165725708008,4574700
2019-12-05,19.860000610351562,20.010000228881836,19.75,19.8700008392334,19.53229331970215,4065900
2019-12-06,20.1299991607666,20.899999618530273,20.059999465942383,20.600000381469727,20.249889373779297,5271100
2019-12-09,20.670000076293945,20.809999465942383,20.1200008392334,20.25,19.905834197998047,5420600
2019-12-10,20.219999313354492,20.719999313354492,20.190000534057617,20.649999618530273,20.299036026000977,3175800
2019-12-11,20.549999237060547,20.920000076293945,20.459999084472656,20.649999618530273,20.299036026000977,2535400
2019-12-12,20.399999618530273,21.34000015258789,20.309999465942383,21.260000228881836,20.89866828918457,3444100
2019-12-13,21.420000076293945,21.59000015258789,20.59000015258789,20.690000534057617,20.338359832763672,4333800
2019-12-16,20.989999771118164,21.395000457763672,20.8799991607666,20.979999542236328,20.623430252075195,3211800
2019-12-17,20.81999969482422,20.94499969482422,20.520000457763672,20.709999084472656,20.358016967773438,3504000
2019-12-18,20.600000381469727,21.03499984741211,20.5,20.950000762939453,20.59393882751465,5129800
2019-12-19,21.100000381469727,21.665000915527344,21.0,21.469999313354492,21.1051025390625,4766900
2019-12-20,21.579999923706055,21.649999618530273,20.979999542236328,21.229999542236328,20.869178771972656,5139800
2019-12-23,21.299999237060547,21.549999237060547,21.260000228881836,21.479999542236328,21.114931106567383,2262200
2019-12-24,21.610000610351562,21.920000076293945,21.469999313354492,21.579999923706055,21.21323013305664,1092200
2019-12-26,21.5,21.700000762939453,21.2450008392334,21.450000762939453,21.0854434967041,4729200
2019-12-27,21.40999984741211,21.780000686645508,21.329999923706055,21.579999923706055,21.21323013305664,2455000
2019-12-30,21.700000762939453,21.700000762939453,21.299999237060547,21.34000015258789,20.977310180664062,2299200
2019-12-31,21.3700008392334,21.670000076293945,21.260000228881836,21.510000228881836,21.144418716430664,2288500
2020-01-02,21.860000610351562,21.860000610351562,21.315000534057617,21.420000076293945,21.055953979492188,3062500
2020-01-03,21.170000076293945,21.610000610351562,21.149999618530273,21.5,21.13459014892578,3011800
2020-01-06,21.34000015258789,21.450000762939453,20.899999618530273,21.0,20.64308738708496,3060400
2020-01-07,21.059999465942383,21.545000076293945,20.989999771118164,21.31999969482422,20.9576473236084,4986900
2020-01-08,21.299999237060547,21.389999389648438,20.399999618530273,20.459999084472656,20.112266540527344,3706300
2020-01-09,20.459999084472656,20.520000457763672,19.729999542236328,19.809999465942383,19.47331428527832,5700700
2020-01-10,19.899999618530273,19.940000534057617,19.34000015258789,19.450000762939453,19.11943244934082,5059200
2020-01-13,19.389999389648438,19.860000610351562,19.149999618530273,19.610000610351562,19.27671241760254,6202700
2020-01-14,19.729999542236328,20.540000915527344,19.68000030517578,20.3700008392334,20.023801803588867,4218800
2020-01-15,20.329999923706055,20.479999542236328,20.045000076293945,20.18000030517578,19.837026596069336,5699400
2020-01-16,19.420000076293945,19.610000610351562,17.729999542236328,17.780000686645508,17.47781753540039,21993400
2020-01-17,18.059999465942383,18.25,17.510000228881836,17.690000534057617,17.389347076416016,9067000
2020-01-21,17.579999923706055,17.6200008392334,17.100000381469727,17.1200008392334,16.829030990600586,6603300
2020-01-22,17.06999969482422,17.1200008392334,16.5,16.59000015258789,16.308040618896484,12843100
2020-01-23,16.3700008392334,16.40999984741211,15.9399995803833,16.290000915527344,16.013139724731445,7362900
2020-01-24,16.299999237060547,16.31999969482422,15.354999542236328,15.510000228881836,15.2463960647583,7815100
2020-01-27,15.010000228881836,15.324999809265137,14.800000190734863,14.869999885559082,14.61727237701416,6596100
2020-01-28,15.100000381469727,15.25,14.649999618530273,14.710000038146973,14.459993362426758,7371900
2020-01-29,14.829999923706055,14.87399959564209,14.350000381469727,14.5,14.253560066223145,5280600
2020-01-30,14.279999732971191,14.40999984741211,13.8100004196167,14.289999961853027,14.047131538391113,10570700
2020-01-31,14.010000228881836,14.239999771118164,13.619999885559082,13.949999809265137,13.712909698486328,9964100
2020-02-03,14.010000228881836,14.420000076293945,13.90999984741211,14.239999771118164,13.997981071472168,7226500
2020-02-04,14.460000038146973,14.944999694824219,14.239999771118164,14.699999809265137,14.450161933898926,7443200
2020-02-05,15.3100004196167,15.890000343322754,15.175000190734863,15.8100004196167,15.541298866271973,8183000
2020-02-06,16.100000381469727,16.100000381469727,15.640000343322754,15.920000076293945,15.649428367614746,6281600
2020-02-07,15.630000114440918,15.699999809265137,15.359999656677246,15.550000190734863,15.285715103149414,5058700
2020-02-10,15.3100004196167,15.59000015258789,15.149999618530273,15.420000076293945,15.157925605773926,4009100
2020-02-11,15.569999694824219,16.209999084472656,15.539999961853027,15.739999771118164,15.472487449645996,4580400
2020-02-12,15.960000038146973,16.204999923706055,15.609999656677246,15.760000228881836,15.492147445678711,3894700
2020-02-13,15.5600004196167,15.774999618530273,15.449999809265137,15.75,15.482317924499512,2810300
2020-02-14,15.800000190734863,15.930000305175781,15.420000076293945,15.670000076293945,15.403676986694336,4292100
2020-02-18,15.539999961853027,15.979999542236328,15.460000038146973,15.979999542236328,15.708407402038574,3164800
2020-02-19,16.040000915527344,16.799999237060547,16.040000915527344,16.700000762939453,16.416170120239258,8725500
2020-02-20,16.649999618530273,16.719999313354492,16.06999969482422,16.100000381469727,15.82636833190918,7682000
2020-02-21,16.010000228881836,16.298999786376953,15.920000076293945,16.100000381469727,15.82636833190918,5528200
